path,caption,label
3344948183_5b89379585.jpg,"A woman , covered in a red and blue shawl , smoking a cigarette , eyes closed .",47
2538477523_1da77eb11c.jpg,A girl in a dress runs followed by a man in jeans .,48
3043908909_bb54d2c08e.jpg,A female wearing all black is speaking to a room full of people .,49
3651971126_309e6a5e22.jpg,A black and brown dog with a tan dog on a cement path in front of grass,50
3461041826_0e24cdf597.jpg,A black and white dog is playing in a pond or creek .,51
2855727603_e917ded363.jpg,a black dog splashes in the water .,52
3104909823_0f41dd8be6.jpg,Tourists pose for camera at night .,53
3213395965_2a823c6865.jpg,A girl smokes a cigarette outside in the city .,54
3091177347_58c85c1c3b.jpg,a man photographs a woman .,55
440737340_5af34ca9cf.jpg,A black man with a red mask is carrying a box .,56
2590207488_ddd89037ba.jpg,A black and white dog is walking on a beach .,57
2838619742_eed855d8a8.jpg,A half naked man pushes against the trunk of a fig tree .,58
537479916_c033897fac.jpg,A black dog finishes running down a blue and orange ramp .,59
1770036088_08abe4f6e9.jpg,A man and a girl in bed .,60
2933912528_52b05f84a1.jpg,two black dogs each with running on the beach with balls in their mouths .,61
2480664591_e6d22ed61c.jpg,Two people are on a very small boat on the water with big trees in the background .,62
3167379087_927ff05a35.jpg,A bike racer in a red jersey is pursued by another rider wearing blue .,63
750196276_c3258c6f1b.jpg,A boy runs near some steps .,64
3028969146_26929ae0e8.jpg,A beige dog with orange vest running on withering grass .,65
2872743471_30e0d1a90a.jpg,Four boys are playing at a playground,66
294098577_c10f32bcfa.jpg,A man in a light blue sweatshirt walks down a dirt path .,67
2208310655_a3d83080c5.jpg,a boy is kissing a woman on the cheek next to a girl who is wide eyed and sticking out her tongue .,68
2963573792_dd51b5fbfb.jpg,A little girl slides down a green slide with her arms up at a playground .,69
640409060_6af18fdd54.jpg,A little girl in a white sundress smiles and slides down a blue slide .,70
3228793611_8f260ea500.jpg,A brown dog digs in the sand happily .,71
3119903318_d032141839.jpg,A man in wrestling tights poses in a furious pose on a stage in front of some pyrotechnics .,72
3309082580_7228067ee0.jpg,A bicycle racer in full helmet speeds through a dim forest .,73
3550255426_4ab03c0d6e.jpg,A female hurdle-jumper is caught in midair clearing a hurdle in a track-and-field setting .,74
3244171699_ace4b5d999.jpg,a family deciding what to other at a restaurant,75
118187095_d422383c81.jpg,Parents are pushing little children in red car carts .,76
109202756_b97fcdc62c.jpg,A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .,77
498444334_a680d318a1.jpg,A group of young men clowning around while enjoying a beverage .,78
456299217_b2802efbc2.jpg,A girl sits outside at a large fountain .,79
2840344516_8e15fe2668.jpg,A boat goes out to see while someone watches on the beach .,80
2049646140_d0de01e3c4.jpg,A child doing gymnastics,81
1806580620_a8fe0fb9f8.jpg,A blonde lady with sunglasses smiles .,82
1348957576_c4a78eb974.jpg,A blonde woman in a white tank top and sunglasses is talking to a man sitting next to boats on a rock surface .,83
2874728371_ccd6db87f3.jpg,A large brown dog and a small black dog stand near each other on a dirt patch surrounding by grass and weeds .,84
272156850_c4445a53f4.jpg,A man in short shorts is posing on a large rock .,85
2192333873_2a0cbe849d.jpg,A boy is flying down a snow covered slope on his sled .,86
2387197355_237f6f41ee.jpg,A group of people are partying at a masquerade party .,87
2228022180_9597b2a458.jpg,A bunch of asian children on steps .,88
503717911_fc43cb3cf9.jpg,A dog is catching a Frisbee i its mouth .,89
3301822808_f2ccff86f4.jpg,A cheerleader in a red uniform poses in a parade .,90
3589368949_0866846949.jpg,A native American band plays instruments under a tent .,91
2944025729_5aecda30ee.jpg,A BMX biker flies in the air off of a ramp .,92
3449114979_6cdc3e8da8.jpg,Children sit in a classroom holding slates .,93
3462454965_a481809cea.jpg,A group of dogs runs beside a pond through a field .,94
2075493556_b763648389.jpg,Three boys in sports casual clothing are posing in front of a blue building,95
3017203816_5dc2a6b392.jpg,A blond lady and an Asian guy have blood stains on their face and neck .,96
1509786421_f03158adfc.jpg,A boy points .,97
2664103423_c539f61016.jpg,A man bracing himself against the pull of a large kite .,98
3701249979_8bc757e171.jpg,Two children carry flowers as they walk along a grassy track .,99
111537217_082a4ba060_0.jpg,A man climbing a rock wall,0
111537217_082a4ba060_0_.jpg,A man climbing a rock wall,0
111537217_082a4ba060_1.jpg,A man climbing a rock wall,0
111537217_082a4ba060_1_.jpg,A man climbing a rock wall,0
111537217_082a4ba060_2.jpg,A man climbing a rock wall,0
111537217_082a4ba060_2_.jpg,A man climbing a rock wall,0
534886684_a6c9f40fa1_0.jpg,A man is walking a dog on a leash down the street,1
534886684_a6c9f40fa1_0_.jpg,A man is walking a dog on a leash down the street,1
534886684_a6c9f40fa1_1.jpg,A man is walking a dog on a leash down the street,1
534886684_a6c9f40fa1_1_.jpg,A man is walking a dog on a leash down the street,1
534886684_a6c9f40fa1_2.jpg,A man is walking a dog on a leash down the street,1
534886684_a6c9f40fa1_2_.jpg,A man is walking a dog on a leash down the street,1
2661138991_d55aa0e5dc_0.jpg,A GI relaxes and waits at an airport .,2
2661138991_d55aa0e5dc_0_.jpg,A GI relaxes and waits at an airport .,2
2661138991_d55aa0e5dc_1.jpg,A GI relaxes and waits at an airport .,2
2661138991_d55aa0e5dc_1_.jpg,A GI relaxes and waits at an airport .,2
2661138991_d55aa0e5dc_2.jpg,A GI relaxes and waits at an airport .,2
2661138991_d55aa0e5dc_2_.jpg,A GI relaxes and waits at an airport .,2
2560278143_aa5110aa37_0.jpg,A beagle is playing in the grass .,3
2560278143_aa5110aa37_0_.jpg,A beagle is playing in the grass .,3
2560278143_aa5110aa37_1.jpg,A beagle is playing in the grass .,3
2560278143_aa5110aa37_1_.jpg,A beagle is playing in the grass .,3
2560278143_aa5110aa37_2.jpg,A beagle is playing in the grass .,3
2560278143_aa5110aa37_2_.jpg,A beagle is playing in the grass .,3
3744832122_2f4febdff6_0.jpg,A boy pitches in a baseball game .,4
3744832122_2f4febdff6_0_.jpg,A boy pitches in a baseball game .,4
3744832122_2f4febdff6_1.jpg,A boy pitches in a baseball game .,4
3744832122_2f4febdff6_1_.jpg,A boy pitches in a baseball game .,4
3744832122_2f4febdff6_2.jpg,A boy pitches in a baseball game .,4
3744832122_2f4febdff6_2_.jpg,A boy pitches in a baseball game .,4
2689491604_d8760f57b4_0.jpg,a boy in an inflatable pool is being splashed with water .,5
2689491604_d8760f57b4_0_.jpg,a boy in an inflatable pool is being splashed with water .,5
2689491604_d8760f57b4_1.jpg,a boy in an inflatable pool is being splashed with water .,5
2689491604_d8760f57b4_1_.jpg,a boy in an inflatable pool is being splashed with water .,5
2689491604_d8760f57b4_2.jpg,a boy in an inflatable pool is being splashed with water .,5
2689491604_d8760f57b4_2_.jpg,a boy in an inflatable pool is being splashed with water .,5
3176968956_d942a93513_0.jpg,A man in black swimming gear parasails .,6
3176968956_d942a93513_0_.jpg,A man in black swimming gear parasails .,6
3176968956_d942a93513_1.jpg,A man in black swimming gear parasails .,6
3176968956_d942a93513_1_.jpg,A man in black swimming gear parasails .,6
3176968956_d942a93513_2.jpg,A man in black swimming gear parasails .,6
3176968956_d942a93513_2_.jpg,A man in black swimming gear parasails .,6
2887798667_ce761d45e8_0.jpg,A guy doing a wallride on his bike,7
2887798667_ce761d45e8_0_.jpg,A guy doing a wallride on his bike,7
2887798667_ce761d45e8_1.jpg,A guy doing a wallride on his bike,7
2887798667_ce761d45e8_1_.jpg,A guy doing a wallride on his bike,7
2887798667_ce761d45e8_2.jpg,A guy doing a wallride on his bike,7
2887798667_ce761d45e8_2_.jpg,A guy doing a wallride on his bike,7
1643915227_9f48068772_0.jpg,A group of people are walking down the sidewalk of a big city .,8
1643915227_9f48068772_0_.jpg,A group of people are walking down the sidewalk of a big city .,8
1643915227_9f48068772_1.jpg,A group of people are walking down the sidewalk of a big city .,8
1643915227_9f48068772_1_.jpg,A group of people are walking down the sidewalk of a big city .,8
1643915227_9f48068772_2.jpg,A group of people are walking down the sidewalk of a big city .,8
1643915227_9f48068772_2_.jpg,A group of people are walking down the sidewalk of a big city .,8
2539933563_17ff0758c7_0.jpg,A person standing on the sidewalk near a large gathering of people at a tent .,9
2539933563_17ff0758c7_0_.jpg,A person standing on the sidewalk near a large gathering of people at a tent .,9
2539933563_17ff0758c7_1.jpg,A person standing on the sidewalk near a large gathering of people at a tent .,9
2539933563_17ff0758c7_1_.jpg,A person standing on the sidewalk near a large gathering of people at a tent .,9
2539933563_17ff0758c7_2.jpg,A person standing on the sidewalk near a large gathering of people at a tent .,9
2539933563_17ff0758c7_2_.jpg,A person standing on the sidewalk near a large gathering of people at a tent .,9
2782480767_064c95eff2_0.jpg,A girl holds her breath underwater in a pool .,10
2782480767_064c95eff2_0_.jpg,A girl holds her breath underwater in a pool .,10
2782480767_064c95eff2_1.jpg,A girl holds her breath underwater in a pool .,10
2782480767_064c95eff2_1_.jpg,A girl holds her breath underwater in a pool .,10
2782480767_064c95eff2_2.jpg,A girl holds her breath underwater in a pool .,10
2782480767_064c95eff2_2_.jpg,A girl holds her breath underwater in a pool .,10
3141293960_74459f0a24_0.jpg,A man in a red shirt is doing a trick with his skateboard .,11
3141293960_74459f0a24_0_.jpg,A man in a red shirt is doing a trick with his skateboard .,11
3141293960_74459f0a24_1.jpg,A man in a red shirt is doing a trick with his skateboard .,11
3141293960_74459f0a24_1_.jpg,A man in a red shirt is doing a trick with his skateboard .,11
3141293960_74459f0a24_2.jpg,A man in a red shirt is doing a trick with his skateboard .,11
3141293960_74459f0a24_2_.jpg,A man in a red shirt is doing a trick with his skateboard .,11
2792409624_2731b1072c_0.jpg,A black and white dog is drooling whilst walking on the grass .,12
2792409624_2731b1072c_0_.jpg,A black and white dog is drooling whilst walking on the grass .,12
2792409624_2731b1072c_1.jpg,A black and white dog is drooling whilst walking on the grass .,12
2792409624_2731b1072c_1_.jpg,A black and white dog is drooling whilst walking on the grass .,12
2792409624_2731b1072c_2.jpg,A black and white dog is drooling whilst walking on the grass .,12
2792409624_2731b1072c_2_.jpg,A black and white dog is drooling whilst walking on the grass .,12
2584957647_4f9235c150_0.jpg,A dog is wading through deep water while holding a stick .,13
2584957647_4f9235c150_0_.jpg,A dog is wading through deep water while holding a stick .,13
2584957647_4f9235c150_1.jpg,A dog is wading through deep water while holding a stick .,13
2584957647_4f9235c150_1_.jpg,A dog is wading through deep water while holding a stick .,13
2584957647_4f9235c150_2.jpg,A dog is wading through deep water while holding a stick .,13
2584957647_4f9235c150_2_.jpg,A dog is wading through deep water while holding a stick .,13
2453971388_76616b6a82_0.jpg,Two girls running through pool while water sprays over them,14
2453971388_76616b6a82_0_.jpg,Two girls running through pool while water sprays over them,14
2453971388_76616b6a82_1.jpg,Two girls running through pool while water sprays over them,14
2453971388_76616b6a82_1_.jpg,Two girls running through pool while water sprays over them,14
2453971388_76616b6a82_2.jpg,Two girls running through pool while water sprays over them,14
2453971388_76616b6a82_2_.jpg,Two girls running through pool while water sprays over them,14
1917203130_fcaff8b10e_0.jpg,A child at an exhibit .,15
1917203130_fcaff8b10e_0_.jpg,A child at an exhibit .,15
1917203130_fcaff8b10e_1.jpg,A child at an exhibit .,15
1917203130_fcaff8b10e_1_.jpg,A child at an exhibit .,15
1917203130_fcaff8b10e_2.jpg,A child at an exhibit .,15
1917203130_fcaff8b10e_2_.jpg,A child at an exhibit .,15
824123145_59243e504e_0.jpg,People walk outside on a wooden walkway .,16
824123145_59243e504e_0_.jpg,People walk outside on a wooden walkway .,16
824123145_59243e504e_1.jpg,People walk outside on a wooden walkway .,16
824123145_59243e504e_1_.jpg,People walk outside on a wooden walkway .,16
824123145_59243e504e_2.jpg,People walk outside on a wooden walkway .,16
824123145_59243e504e_2_.jpg,People walk outside on a wooden walkway .,16
2432061076_0955d52854_0.jpg,A brown dog runs through the water on a beach .,17
2432061076_0955d52854_0_.jpg,A brown dog runs through the water on a beach .,17
2432061076_0955d52854_1.jpg,A brown dog runs through the water on a beach .,17
2432061076_0955d52854_1_.jpg,A brown dog runs through the water on a beach .,17
2432061076_0955d52854_2.jpg,A brown dog runs through the water on a beach .,17
2432061076_0955d52854_2_.jpg,A brown dog runs through the water on a beach .,17
3631474374_e40764d153_0.jpg,a group of people are holding a metal frame over a wooden floor .,18
3631474374_e40764d153_0_.jpg,a group of people are holding a metal frame over a wooden floor .,18
3631474374_e40764d153_1.jpg,a group of people are holding a metal frame over a wooden floor .,18
3631474374_e40764d153_1_.jpg,a group of people are holding a metal frame over a wooden floor .,18
3631474374_e40764d153_2.jpg,a group of people are holding a metal frame over a wooden floor .,18
3631474374_e40764d153_2_.jpg,a group of people are holding a metal frame over a wooden floor .,18
358559906_d5f3f584f4_0.jpg,A girl in a pink jacket is walking through a large puddle .,19
358559906_d5f3f584f4_0_.jpg,A girl in a pink jacket is walking through a large puddle .,19
358559906_d5f3f584f4_1.jpg,A girl in a pink jacket is walking through a large puddle .,19
358559906_d5f3f584f4_1_.jpg,A girl in a pink jacket is walking through a large puddle .,19
358559906_d5f3f584f4_2.jpg,A girl in a pink jacket is walking through a large puddle .,19
358559906_d5f3f584f4_2_.jpg,A girl in a pink jacket is walking through a large puddle .,19
428408242_b32faf2240_0.jpg,A brown and white dog is jumping with a red Frisbee in its mouth .,20
428408242_b32faf2240_0_.jpg,A brown and white dog is jumping with a red Frisbee in its mouth .,20
428408242_b32faf2240_1.jpg,A brown and white dog is jumping with a red Frisbee in its mouth .,20
428408242_b32faf2240_1_.jpg,A brown and white dog is jumping with a red Frisbee in its mouth .,20
428408242_b32faf2240_2.jpg,A brown and white dog is jumping with a red Frisbee in its mouth .,20
428408242_b32faf2240_2_.jpg,A brown and white dog is jumping with a red Frisbee in its mouth .,20
3338474677_7376e426c2_0.jpg,A bald man in a tank top riding bike through a city .,21
3338474677_7376e426c2_0_.jpg,A bald man in a tank top riding bike through a city .,21
3338474677_7376e426c2_1.jpg,A bald man in a tank top riding bike through a city .,21
3338474677_7376e426c2_1_.jpg,A bald man in a tank top riding bike through a city .,21
3338474677_7376e426c2_2.jpg,A bald man in a tank top riding bike through a city .,21
3338474677_7376e426c2_2_.jpg,A bald man in a tank top riding bike through a city .,21
3331900249_5872e90b25_0.jpg,A man with the Monster logo shirt is surfing .,22
3331900249_5872e90b25_0_.jpg,A man with the Monster logo shirt is surfing .,22
3331900249_5872e90b25_1.jpg,A man with the Monster logo shirt is surfing .,22
3331900249_5872e90b25_1_.jpg,A man with the Monster logo shirt is surfing .,22
3331900249_5872e90b25_2.jpg,A man with the Monster logo shirt is surfing .,22
3331900249_5872e90b25_2_.jpg,A man with the Monster logo shirt is surfing .,22
2591110592_ef5f54f91c_0.jpg,A child holding a dress that another child is looking at .,23
2591110592_ef5f54f91c_0_.jpg,A child holding a dress that another child is looking at .,23
2591110592_ef5f54f91c_1.jpg,A child holding a dress that another child is looking at .,23
2591110592_ef5f54f91c_1_.jpg,A child holding a dress that another child is looking at .,23
2591110592_ef5f54f91c_2.jpg,A child holding a dress that another child is looking at .,23
2591110592_ef5f54f91c_2_.jpg,A child holding a dress that another child is looking at .,23
3025513877_1a6160070d_0.jpg,A boy in a hat stands barefoot at the edge of a body of water .,24
3025513877_1a6160070d_0_.jpg,A boy in a hat stands barefoot at the edge of a body of water .,24
3025513877_1a6160070d_1.jpg,A boy in a hat stands barefoot at the edge of a body of water .,24
3025513877_1a6160070d_1_.jpg,A boy in a hat stands barefoot at the edge of a body of water .,24
3025513877_1a6160070d_2.jpg,A boy in a hat stands barefoot at the edge of a body of water .,24
3025513877_1a6160070d_2_.jpg,A boy in a hat stands barefoot at the edge of a body of water .,24
2839807428_efe42423f2_0.jpg,A collie catches a white Frisbee at an obedience competition .,25
2839807428_efe42423f2_0_.jpg,A collie catches a white Frisbee at an obedience competition .,25
2839807428_efe42423f2_1.jpg,A collie catches a white Frisbee at an obedience competition .,25
2839807428_efe42423f2_1_.jpg,A collie catches a white Frisbee at an obedience competition .,25
2839807428_efe42423f2_2.jpg,A collie catches a white Frisbee at an obedience competition .,25
2839807428_efe42423f2_2_.jpg,A collie catches a white Frisbee at an obedience competition .,25
47871819_db55ac4699_0.jpg,A soccer player in blue is chasing after the player in black and white .,26
47871819_db55ac4699_0_.jpg,A soccer player in blue is chasing after the player in black and white .,26
47871819_db55ac4699_1.jpg,A soccer player in blue is chasing after the player in black and white .,26
47871819_db55ac4699_1_.jpg,A soccer player in blue is chasing after the player in black and white .,26
47871819_db55ac4699_2.jpg,A soccer player in blue is chasing after the player in black and white .,26
47871819_db55ac4699_2_.jpg,A soccer player in blue is chasing after the player in black and white .,26
2404692474_37da774368_0.jpg,A dog chasing a toy duck .,27
2404692474_37da774368_0_.jpg,A dog chasing a toy duck .,27
2404692474_37da774368_1.jpg,A dog chasing a toy duck .,27
2404692474_37da774368_1_.jpg,A dog chasing a toy duck .,27
2404692474_37da774368_2.jpg,A dog chasing a toy duck .,27
2404692474_37da774368_2_.jpg,A dog chasing a toy duck .,27
3209620285_edfc479392_0.jpg,Two men at the beach twirl sticks with fire at the ends .,28
3209620285_edfc479392_0_.jpg,Two men at the beach twirl sticks with fire at the ends .,28
3209620285_edfc479392_1.jpg,Two men at the beach twirl sticks with fire at the ends .,28
3209620285_edfc479392_1_.jpg,Two men at the beach twirl sticks with fire at the ends .,28
3209620285_edfc479392_2.jpg,Two men at the beach twirl sticks with fire at the ends .,28
3209620285_edfc479392_2_.jpg,Two men at the beach twirl sticks with fire at the ends .,28
3661239105_973f8216c4_0.jpg,A boy hanging from a jungle gym,29
3661239105_973f8216c4_0_.jpg,A boy hanging from a jungle gym,29
3661239105_973f8216c4_1.jpg,A boy hanging from a jungle gym,29
3661239105_973f8216c4_1_.jpg,A boy hanging from a jungle gym,29
3661239105_973f8216c4_2.jpg,A boy hanging from a jungle gym,29
3661239105_973f8216c4_2_.jpg,A boy hanging from a jungle gym,29
3415287719_3c776f370e_0.jpg,Two girls are jumping high in the air .,30
3415287719_3c776f370e_0_.jpg,Two girls are jumping high in the air .,30
3415287719_3c776f370e_1.jpg,Two girls are jumping high in the air .,30
3415287719_3c776f370e_1_.jpg,Two girls are jumping high in the air .,30
3415287719_3c776f370e_2.jpg,Two girls are jumping high in the air .,30
3415287719_3c776f370e_2_.jpg,Two girls are jumping high in the air .,30
1350811702_2ce7cfd0c5_0.jpg,A young boy casting his fishing line off a pier,31
1350811702_2ce7cfd0c5_0_.jpg,A young boy casting his fishing line off a pier,31
1350811702_2ce7cfd0c5_1.jpg,A young boy casting his fishing line off a pier,31
1350811702_2ce7cfd0c5_1_.jpg,A young boy casting his fishing line off a pier,31
1350811702_2ce7cfd0c5_2.jpg,A young boy casting his fishing line off a pier,31
1350811702_2ce7cfd0c5_2_.jpg,A young boy casting his fishing line off a pier,31
1055623002_8195a43714_0.jpg,A group of four children wearing pajamas have a pillow fight .,32
1055623002_8195a43714_0_.jpg,A group of four children wearing pajamas have a pillow fight .,32
1055623002_8195a43714_1.jpg,A group of four children wearing pajamas have a pillow fight .,32
1055623002_8195a43714_1_.jpg,A group of four children wearing pajamas have a pillow fight .,32
1055623002_8195a43714_2.jpg,A group of four children wearing pajamas have a pillow fight .,32
1055623002_8195a43714_2_.jpg,A group of four children wearing pajamas have a pillow fight .,32
2867026654_38be983b44_0.jpg,A brown dog about to catch a green Frisbee .,33
2867026654_38be983b44_0_.jpg,A brown dog about to catch a green Frisbee .,33
2867026654_38be983b44_1.jpg,A brown dog about to catch a green Frisbee .,33
2867026654_38be983b44_1_.jpg,A brown dog about to catch a green Frisbee .,33
2867026654_38be983b44_2.jpg,A brown dog about to catch a green Frisbee .,33
2867026654_38be983b44_2_.jpg,A brown dog about to catch a green Frisbee .,33
3169777863_d745865784_0.jpg,A group of dancers wearing black spandex are dancing in a studio .,34
3169777863_d745865784_0_.jpg,A group of dancers wearing black spandex are dancing in a studio .,34
3169777863_d745865784_1.jpg,A group of dancers wearing black spandex are dancing in a studio .,34
3169777863_d745865784_1_.jpg,A group of dancers wearing black spandex are dancing in a studio .,34
3169777863_d745865784_2.jpg,A group of dancers wearing black spandex are dancing in a studio .,34
3169777863_d745865784_2_.jpg,A group of dancers wearing black spandex are dancing in a studio .,34
3387661249_33e5ba0bc5_0.jpg,"A black horse stands in the grass at a fence , while a brown dog looks on .",35
3387661249_33e5ba0bc5_0_.jpg,"A black horse stands in the grass at a fence , while a brown dog looks on .",35
3387661249_33e5ba0bc5_1.jpg,"A black horse stands in the grass at a fence , while a brown dog looks on .",35
3387661249_33e5ba0bc5_1_.jpg,"A black horse stands in the grass at a fence , while a brown dog looks on .",35
3387661249_33e5ba0bc5_2.jpg,"A black horse stands in the grass at a fence , while a brown dog looks on .",35
3387661249_33e5ba0bc5_2_.jpg,"A black horse stands in the grass at a fence , while a brown dog looks on .",35
2665264979_df9c284bf8_0.jpg,A girl begins to wade through deep grass that covers a stone structure on a coastline .,36
2665264979_df9c284bf8_0_.jpg,A girl begins to wade through deep grass that covers a stone structure on a coastline .,36
2665264979_df9c284bf8_1.jpg,A girl begins to wade through deep grass that covers a stone structure on a coastline .,36
2665264979_df9c284bf8_1_.jpg,A girl begins to wade through deep grass that covers a stone structure on a coastline .,36
2665264979_df9c284bf8_2.jpg,A girl begins to wade through deep grass that covers a stone structure on a coastline .,36
2665264979_df9c284bf8_2_.jpg,A girl begins to wade through deep grass that covers a stone structure on a coastline .,36
2380765956_6313d8cae3_0.jpg,A blond girl wearing a green jacket walks on a trail along side a metal fence .,37
2380765956_6313d8cae3_0_.jpg,A blond girl wearing a green jacket walks on a trail along side a metal fence .,37
2380765956_6313d8cae3_1.jpg,A blond girl wearing a green jacket walks on a trail along side a metal fence .,37
2380765956_6313d8cae3_1_.jpg,A blond girl wearing a green jacket walks on a trail along side a metal fence .,37
2380765956_6313d8cae3_2.jpg,A blond girl wearing a green jacket walks on a trail along side a metal fence .,37
2380765956_6313d8cae3_2_.jpg,A blond girl wearing a green jacket walks on a trail along side a metal fence .,37
3134341610_3c55e373a7_0.jpg,A man and woman in masks and costume make a toast in front of a christmas tree .,38
3134341610_3c55e373a7_0_.jpg,A man and woman in masks and costume make a toast in front of a christmas tree .,38
3134341610_3c55e373a7_1.jpg,A man and woman in masks and costume make a toast in front of a christmas tree .,38
3134341610_3c55e373a7_1_.jpg,A man and woman in masks and costume make a toast in front of a christmas tree .,38
3134341610_3c55e373a7_2.jpg,A man and woman in masks and costume make a toast in front of a christmas tree .,38
3134341610_3c55e373a7_2_.jpg,A man and woman in masks and costume make a toast in front of a christmas tree .,38
3497224764_6e17544e0d_0.jpg,A woman in red shorts is writing on a tablet .,39
3497224764_6e17544e0d_0_.jpg,A woman in red shorts is writing on a tablet .,39
3497224764_6e17544e0d_1.jpg,A woman in red shorts is writing on a tablet .,39
3497224764_6e17544e0d_1_.jpg,A woman in red shorts is writing on a tablet .,39
3497224764_6e17544e0d_2.jpg,A woman in red shorts is writing on a tablet .,39
3497224764_6e17544e0d_2_.jpg,A woman in red shorts is writing on a tablet .,39
2676648667_cb055b4fc6_0.jpg,A woman is sitting in a chair near a brick building .,40
2676648667_cb055b4fc6_0_.jpg,A woman is sitting in a chair near a brick building .,40
2676648667_cb055b4fc6_1.jpg,A woman is sitting in a chair near a brick building .,40
2676648667_cb055b4fc6_1_.jpg,A woman is sitting in a chair near a brick building .,40
2676648667_cb055b4fc6_2.jpg,A woman is sitting in a chair near a brick building .,40
2676648667_cb055b4fc6_2_.jpg,A woman is sitting in a chair near a brick building .,40
2991575785_bd4868e215_0.jpg,A girl doing a kick near a woman .,41
2991575785_bd4868e215_0_.jpg,A girl doing a kick near a woman .,41
2991575785_bd4868e215_1.jpg,A girl doing a kick near a woman .,41
2991575785_bd4868e215_1_.jpg,A girl doing a kick near a woman .,41
2991575785_bd4868e215_2.jpg,A girl doing a kick near a woman .,41
2991575785_bd4868e215_2_.jpg,A girl doing a kick near a woman .,41
543102698_38e7e38bbc_0.jpg,A little boy in a red shirt plays with a park telescope while a girl in a pink skirt watches .,42
543102698_38e7e38bbc_0_.jpg,A little boy in a red shirt plays with a park telescope while a girl in a pink skirt watches .,42
543102698_38e7e38bbc_1.jpg,A little boy in a red shirt plays with a park telescope while a girl in a pink skirt watches .,42
543102698_38e7e38bbc_1_.jpg,A little boy in a red shirt plays with a park telescope while a girl in a pink skirt watches .,42
